OccurrencePrecinctCode,latitude,longitude,Injury_or_Fatal,desc,CollisionID,CollisionKey,Collision_ at_Intersection,IntersectionAddress,IntersectingStreet,CrossStreet,CollisionVehicleCount,CollisionInjuredCount,CollisionKilledCount,Vehicles_or_MotoristsInvolved,PersonsInjured,PersonsKilled,MotoristsInjured,MotoristsKilled,PassengInjured,PassengKilled,CyclistsInjured,CyclistsKilled,PedestrInjured,PedestrKilled,Bicycle,Int,Magnitude
9,40.7237883,-73.9912579,0,"2nd Ave & E Houston St, New York, NY 10003",2.02E+12,147685393,2,2 AVENUE&&EAST HOUSTON STREET,2 AVENUE,EAST HOUSTON STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2 AVENUE & EAST HOUSTON STREET, Manhattan",1
9,40.7240813,-73.9788549,0,"E 7th St & Avenue C, New York, NY 10009",2.02E+12,148026231,1,AVENUE C&&EAST 7 STREET,EAST 7 STREET,AVENUE C,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"EAST 7 STREET & AVENUE C, Manhattan",1
5,40.7240982,-73.9925978,0,"Bowery & E Houston St, New York, NY 10012",2.02E+12,147786029,1,BOWERY&&EAST HOUSTON STREET,BOWERY,EAST HOUSTON STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"BOWERY & EAST HOUSTON STREET, Manhattan",1
5,40.7240982,-73.9925978,0,"E Houston St & Bowery, New York, NY 10012",2.02E+12,147903004,2,BOWERY&&EAST HOUSTON STREET,EAST HOUSTON STREET,BOWERY,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"EAST HOUSTON STREET & BOWERY, Manhattan",1
5,40.7240982,-73.9925978,0,"E Houston St & Bowery, New York, NY 10012",2.02E+12,147995647,3,BOWERY&&EAST HOUSTON STREET,EAST HOUSTON STREET,BOWERY,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"EAST HOUSTON STREET & BOWERY, Manhattan",1
5,40.7240982,-73.9925978,0,"E Houston St & Bowery, New York, NY 10012",2.02E+12,148084236,4,BOWERY&&EAST HOUSTON STREET,EAST HOUSTON STREET,BOWERY,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"EAST HOUSTON STREET & BOWERY, Manhattan",1
1,40.7241722,-74.0011277,1,"Spring St & Wooster St, New York, NY 10012",2.02E+12,148054381,1,SPRING STREET&&WOOSTER STREET,SPRING STREET,WOOSTER STREET,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,"SPRING STREET & WOOSTER STREET, Manhattan",1
1,40.7242439,-73.997783,0,"Broadway & Prince St, New York, NY 10012",2.02E+12,147574634,1,BROADWAY&&PRINCE STREET,BROADWAY,PRINCE STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"BROADWAY & PRINCE STREET, Manhattan",1
5,40.7242439,-73.997783,0,"Prince St & Broadway, New York, NY 10012",2.02E+12,147685371,1,BROADWAY&&PRINCE STREET,PRINCE STREET,BROADWAY,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"PRINCE STREET & BROADWAY, Manhattan",1
1,40.724259,-74.0047368,0,"6th Ave & Broome St, New York, NY 10013",2.02E+12,147931784,1,6 AVENUE&&BROOME STREET,6 AVENUE,BROOME STREET,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"6 AVENUE & BROOME STREET, Manhattan",1
9,40.7242672,-73.9908132,0,"E 1st St & 2nd Ave, New York, NY 10003",2.02E+12,147488373,1,2 AVENUE&&EAST 1 STREET,EAST 1 STREET,2 AVENUE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"EAST 1 STREET & 2 AVENUE, Manhattan",1
9,40.7242672,-73.9908132,0,"2nd Ave & E 1st St, New York, NY 10003",2.02E+12,147737298,2,2 AVENUE&&EAST 1 STREET,2 AVENUE,EAST 1 STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2 AVENUE & EAST 1 STREET, Manhattan",1
9,40.7242672,-73.9908132,0,"2nd Ave & E 1st St, New York, NY 10003",2.02E+12,147805570,3,2 AVENUE&&EAST 1 STREET,2 AVENUE,EAST 1 STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2 AVENUE & EAST 1 STREET, Manhattan",1
9,40.7242672,-73.9908132,0,"2nd Ave & E 1st St, New York, NY 10003",2.02E+12,148084253,4,2 AVENUE&&EAST 1 STREET,2 AVENUE,EAST 1 STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2 AVENUE & EAST 1 STREET, Manhattan",1
23,40.7242672,-73.9908132,1,"E 1st St & 2nd Ave, New York, NY 10003",2.02E+12,147765941,1,2 AVENUE&&EAST 1 STREET,EAST 1 STREET,2 AVENUE,2,1,0,2,1,0,1,0,0,0,0,0,0,0,0,"EAST 1 STREET & 2 AVENUE, Manhattan",1
9,40.7242761,-73.9848215,0,"E 4th St & Avenue A, New York, NY 10009",2.02E+12,148147648,1,AVENUE A&&EAST 4 STREET,EAST 4 STREET,AVENUE A,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"EAST 4 STREET & AVENUE A, Manhattan",1
9,40.7242764,-73.97559,1,"E 9th St & Avenue D, New York, NY 10009",2.02E+12,147713946,1,AVENUE D&&EAST 9 STREET,EAST 9 STREET,AVENUE D,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,"EAST 9 STREET & AVENUE D, Manhattan",1
1,40.7243983,-74.0060719,0,"Varick St & Broome St, New York, NY 10013",2.02E+12,147870115,1,BROOME STREET&&VARICK STREET,VARICK STREET,BROOME STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"VARICK STREET & BROOME STREET, Manhattan",1
1,40.7244907,-74.0070415,0,"Hudson St & Broome St, New York, NY 10013",2.02E+12,148054382,1,BROOME STREET&&HUDSON STREET,HUDSON STREET,BROOME STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"HUDSON STREET & BROOME STREET, Manhattan",1
9,40.7245827,-73.9874862,0,"E 3rd St & 1st Ave, New York, NY 10009",2.02E+12,147805574,1,1 AVENUE&&EAST 3 STREET,EAST 3 STREET,1 AVENUE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"EAST 3 STREET & 1 AVENUE, Manhattan",1
9,40.7246811,-73.9941707,0,"E Houston St & Mott St, New York, NY 10012",2.02E+12,147995659,1,EAST HOUSTON STREET&&MOTT STREET,EAST HOUSTON STREET,MOTT STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"EAST HOUSTON STREET & MOTT STREET, Manhattan",1
1,40.724742,-74.0093114,0,"Canal St & Greenwich St, New York, NY 10013",2.02E+12,147456587,1,CANAL STREET&&GREENWICH STREET,CANAL STREET,GREENWICH STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"CANAL STREET & GREENWICH STREET, Manhattan",1
1,40.724742,-74.0093114,0,"Canal St & Greenwich St, New York, NY 10013",2.02E+12,147456589,2,CANAL STREET&&GREENWICH STREET,CANAL STREET,GREENWICH STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"CANAL STREET & GREENWICH STREET, Manhattan",1
1,40.724742,-74.0093114,0,"Canal St & Greenwich St, New York, NY 10013",2.02E+12,147574630,3,CANAL STREET&&GREENWICH STREET,CANAL STREET,GREENWICH STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"CANAL STREET & GREENWICH STREET, Manhattan",1
1,40.724742,-74.0093114,0,"Canal St & Greenwich St, New York, NY 10013",2.02E+12,148026206,4,CANAL STREET&&GREENWICH STREET,CANAL STREET,GREENWICH STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"CANAL STREET & GREENWICH STREET, Manhattan",1
1,40.724742,-74.0093114,0,"Greenwich St & Canal St, New York, NY 10013",2.02E+12,148084224,5,CANAL STREET&&GREENWICH STREET,GREENWICH STREET,CANAL STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"GREENWICH STREET & CANAL STREET, Manhattan",1
9,40.7248709,-73.9751694,1,"E 10th St & Avenue D, New York, NY 10009",2.02E+12,148147649,1,AVENUE D&&EAST 10 STREET,EAST 10 STREET,AVENUE D,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,"EAST 10 STREET & AVENUE D, Manhattan",1
9,40.7248779,-73.9923199,0,"Bowery & E 1st St, New York, NY 10012",2.02E+12,147786055,1,BOWERY&&EAST 1 STREET,BOWERY,EAST 1 STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"BOWERY & EAST 1 STREET, Manhattan",1
1,40.724885,-74.0026213,0,"Spring St & Thompson St, New York, NY 10012",2.02E+12,147456588,1,SPRING STREET&&THOMPSON STREET,SPRING STREET,THOMPSON STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"SPRING STREET & THOMPSON STREET, Manhattan",1
1,40.724885,-74.0026213,0,"Spring St & Thompson St, New York, NY 10012",2.02E+12,147805540,2,SPRING STREET&&THOMPSON STREET,SPRING STREET,THOMPSON STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"SPRING STREET & THOMPSON STREET, Manhattan",1
1,40.724885,-74.0026213,0,"Thompson St & Spring St, New York, NY 10012",2.02E+12,147995642,3,SPRING STREET&&THOMPSON STREET,THOMPSON STREET,SPRING STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"THOMPSON STREET & SPRING STREET, Manhattan",1
1,40.724885,-74.0026213,0,"Spring St & Thompson St, New York, NY 10012",2.02E+12,148131096,4,SPRING STREET&&THOMPSON STREET,SPRING STREET,THOMPSON STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"SPRING STREET & THOMPSON STREET, Manhattan",1
9,40.724927,-73.9903349,0,"E 2nd St & 2nd Ave, New York, NY 10003",2.02E+12,147837942,1,2 AVENUE&&EAST 2 STREET,EAST 2 STREET,2 AVENUE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"EAST 2 STREET & 2 AVENUE, Manhattan",1
9,40.7249472,-73.9949181,0,"E Houston St & Mulberry St, New York, NY 10012",2.02E+12,148054404,1,EAST HOUSTON STREET&&MULBERRY STREET,EAST HOUSTON STREET,MULBERRY STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"EAST HOUSTON STREET & MULBERRY STREET, Manhattan",1
9,40.7250617,-73.9812037,0,"E 7th St & Avenue B, New York, NY 10009",2.02E+12,147685391,1,AVENUE B&&EAST 7 STREET,EAST 7 STREET,AVENUE B,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"EAST 7 STREET & AVENUE B, Manhattan",1
9,40.7250855,-73.9953147,0,"Lafayette St & E Houston St, New York, NY 10012",2.02E+12,147574659,1,EAST HOUSTON STREET&&LAFAYETTE STREET,LAFAYETTE STREET,EAST HOUSTON STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"LAFAYETTE STREET & EAST HOUSTON STREET, Manhattan",1
9,40.7252075,-73.9870317,0,"E 4th St & 1st Ave, New York, NY 10003",2.02E+12,147435329,1,1 AVENUE&&EAST 4 STREET,EAST 4 STREET,1 AVENUE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"EAST 4 STREET & 1 AVENUE, Manhattan",1
9,40.7252164,-73.9921965,0,"Bowery & Bleecker St, New York, NY 10012",2.02E+12,148026230,1,BLEECKER STREET&&BOWERY,BOWERY,BLEECKER STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"BOWERY & BLEECKER STREET, Manhattan",1
1,40.7252483,-74.0100523,0,"Canal St & Washington St, New York, NY 10013",2.02E+12,148084221,1,CANAL STREET&&WASHINGTON STREET,CANAL STREET,WASHINGTON STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"CANAL STREET & WASHINGTON STREET, Manhattan",1
9,40.7252913,-73.9779819,0,"Avenue C & E 9th St, New York, NY 10009",2.02E+12,147488378,1,AVENUE C&&EAST 9 STREET,AVENUE C,EAST 9 STREET,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"AVENUE C & EAST 9 STREET, Manhattan",1
9,40.7253304,-73.9762057,0,"E 10th St & Szold Pl, New York, NY 10009",2.02E+12,147786050,1,EAST 10 STREET&&SZOLD PLACE,EAST 10 STREET,SZOLD PLACE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"EAST 10 STREET & SZOLD PLACE, Manhattan",1
5,40.7254191,-73.9967474,0,"Broadway & E Houston St, New York, NY 10012",2.02E+12,147516772,1,BROADWAY&&EAST HOUSTON STREET,BROADWAY,EAST HOUSTON STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"BROADWAY & EAST HOUSTON STREET, Manhattan",1
5,40.7254191,-73.9967474,0,"Broadway & E Houston St, New York, NY 10012",2.02E+12,147596163,2,BROADWAY&&EAST HOUSTON STREET,BROADWAY,EAST HOUSTON STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"BROADWAY & EAST HOUSTON STREET, Manhattan",1
5,40.7254191,-73.9967474,1,"E Houston St & Broadway, New York, NY 10012",2.02E+12,147765856,3,BROADWAY&&EAST HOUSTON STREET,EAST HOUSTON STREET,BROADWAY,2,1,0,2,1,0,0,0,0,0,1,0,0,0,1,"EAST HOUSTON STREET & BROADWAY, Manhattan",1
6,40.7254267,-73.9967558,1,"W Houston St & Broadway, New York, NY 10012",2.02E+12,147615690,1,BROADWAY&&WEST HOUSTON STREET,WEST HOUSTON STREET,BROADWAY,2,1,0,2,1,0,0,0,0,0,1,0,0,0,1,"WEST HOUSTON STREET & BROADWAY, Manhattan",1
6,40.7254267,-73.9967558,0,"Broadway & W Houston St, New York, NY 10012",2.02E+12,148176312,2,BROADWAY&&WEST HOUSTON STREET,BROADWAY,WEST HOUSTON STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"BROADWAY & WEST HOUSTON STREET, Manhattan",1
9,40.7254691,-73.9839574,0,"E 6th St & Avenue A, New York, NY 10009",2.02E+12,147870134,1,AVENUE A&&EAST 6 STREET,EAST 6 STREET,AVENUE A,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"EAST 6 STREET & AVENUE A, Manhattan",1
1,40.7255694,-74.0045485,0,"Spring St & Avenue of the Americas, New York, NY 10013",2.02E+12,147516766,1,AVENUE OF THE AMERICAS&&SPRING STREET,SPRING STREET,AVENUE OF THE AMERICAS,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"SPRING STREET & AVENUE OF THE AMERICAS, Manhattan",1
9,40.7255769,-73.9898646,0,"2nd Ave & E 3rd St, New York, NY 10003",2.02E+12,147516787,1,2 AVENUE&&EAST 3 STREET,2 AVENUE,EAST 3 STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2 AVENUE & EAST 3 STREET, Manhattan",1
9,40.7255769,-73.9898646,0,"2nd Ave & E 3rd St, New York, NY 10003",2.02E+12,147805567,2,2 AVENUE&&EAST 3 STREET,2 AVENUE,EAST 3 STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2 AVENUE & EAST 3 STREET, Manhattan",1
9,40.7255769,-73.9898646,0,"2nd Ave & E 3rd St, New York, NY 10003",2.02E+12,147870135,3,2 AVENUE&&EAST 3 STREET,2 AVENUE,EAST 3 STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2 AVENUE & EAST 3 STREET, Manhattan",1
9,40.7255769,-73.9898646,1,"2nd Ave & E 3rd St, New York, NY 10003",2.02E+12,147903014,4,2 AVENUE&&EAST 3 STREET,2 AVENUE,EAST 3 STREET,1,2,0,1,2,0,0,0,0,0,0,0,2,0,0,"2 AVENUE & EAST 3 STREET, Manhattan",1
9,40.7255769,-73.9898646,0,"2nd Ave & E 3rd St, New York, NY 10003",2.02E+12,147931806,5,2 AVENUE&&EAST 3 STREET,2 AVENUE,EAST 3 STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2 AVENUE & EAST 3 STREET, Manhattan",1
9,40.7255769,-73.9898646,0,"2nd Ave & E 3rd St, New York, NY 10003",2.02E+12,148026236,6,2 AVENUE&&EAST 3 STREET,2 AVENUE,EAST 3 STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2 AVENUE & EAST 3 STREET, Manhattan",1
9,40.7256302,-73.9920509,0,"E 2nd St & Bowery, New York, NY 10003",2.02E+12,148054408,1,BOWERY&&EAST 2 STREET,EAST 2 STREET,BOWERY,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"EAST 2 STREET & BOWERY, Manhattan",1
9,40.7256549,-73.9937591,0,"Bleecker St & Mott St, New York, NY 10012",2.02E+12,147903020,1,BLEECKER STREET&&MOTT STREET,BLEECKER STREET,MOTT STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"BLEECKER STREET & MOTT STREET, Manhattan",1
9,40.7256549,-73.9937591,0,"Bleecker St & Mott St, New York, NY 10012",2.02E+12,147995658,2,BLEECKER STREET&&MOTT STREET,BLEECKER STREET,MOTT STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"BLEECKER STREET & MOTT STREET, Manhattan",1
1,40.7256727,-74.0057897,0,"Varick St & Spring St, New York, NY 10013",2.02E+12,147544356,1,SPRING STREET&&VARICK STREET,VARICK STREET,SPRING STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"VARICK STREET & SPRING STREET, Manhattan",1
1,40.7256727,-74.0057897,1,"Spring St & Varick St, New York, NY 10013",2.02E+12,147902993,2,SPRING STREET&&VARICK STREET,SPRING STREET,VARICK STREET,2,1,0,2,1,0,0,0,0,0,1,0,0,0,1,"SPRING STREET & VARICK STREET, Manhattan",1
1,40.7256727,-74.0057897,1,"Spring St & Varick St, New York, NY 10013",2.02E+12,147976547,3,SPRING STREET&&VARICK STREET,SPRING STREET,VARICK STREET,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,"SPRING STREET & VARICK STREET, Manhattan",1
1,40.7256727,-74.0057897,0,"Varick St & Spring St, New York, NY 10013",2.02E+12,148026211,4,SPRING STREET&&VARICK STREET,VARICK STREET,SPRING STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"VARICK STREET & SPRING STREET, Manhattan",1
1,40.7256727,-74.0057897,0,"Varick St & Spring St, New York, NY 10013",2.02E+12,148098678,5,SPRING STREET&&VARICK STREET,VARICK STREET,SPRING STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"VARICK STREET & SPRING STREET, Manhattan",1
1,40.7256727,-74.0057897,0,"Varick St & Spring St, New York, NY 10013",2.02E+12,148131094,6,SPRING STREET&&VARICK STREET,VARICK STREET,SPRING STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"VARICK STREET & SPRING STREET, Manhattan",1
1,40.7256727,-74.0057897,0,"Spring St & Varick St, New York, NY 10013",2.02E+12,148147626,7,SPRING STREET&&VARICK STREET,SPRING STREET,VARICK STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"SPRING STREET & VARICK STREET, Manhattan",1
9,40.725796,-73.9866174,0,"E 5th St & 1st Ave, New York, NY 10003",2.02E+12,147786058,1,1 AVENUE&&EAST 5 STREET,EAST 5 STREET,1 AVENUE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"EAST 5 STREET & 1 AVENUE, Manhattan",1
1,40.7258384,-74.0075665,0,"Spring St & Hudson St, New York, NY 10013",2.02E+12,147544352,1,HUDSON STREET&&SPRING STREET,SPRING STREET,HUDSON STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"SPRING STREET & HUDSON STREET, Manhattan",1
9,40.7258392,-73.9944717,0,"Mulberry St & Bleecker St, New York, NY 10012",2.02E+12,147650373,1,BLEECKER STREET&&MULBERRY STREET,MULBERRY STREET,BLEECKER STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"MULBERRY STREET & BLEECKER STREET, Manhattan",1
9,40.7258678,-73.9775504,0,"E 10th St & Avenue C, New York, NY 10009",2.02E+12,147805573,1,AVENUE C&&EAST 10 STREET,EAST 10 STREET,AVENUE C,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"EAST 10 STREET & AVENUE C, Manhattan",1
1,40.7258718,-74.0112028,0,"West St & Canal St, New York, NY 10013",2.02E+12,147456591,1,CANAL STREET&&WEST STREET,WEST STREET,CANAL STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"WEST STREET & CANAL STREET, Manhattan",1
1,40.7258718,-74.0112028,0,"West St & Canal St, New York, NY 10013",2.02E+12,148026212,2,CANAL STREET&&WEST STREET,WEST STREET,CANAL STREET,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"WEST STREET & CANAL STREET, Manhattan",1
1,40.7258718,-74.0112028,0,"West St & Canal St, New York, NY 10013",2.02E+12,148054383,3,CANAL STREET&&WEST STREET,WEST STREET,CANAL STREET,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"WEST STREET & CANAL STREET, Manhattan",1
9,40.7259372,-73.9946628,1,"Lafayette St & Bleecker St, New York, NY 10012",2.02E+12,147713944,1,BLEECKER STREET&&LAFAYETTE STREET,LAFAYETTE STREET,BLEECKER STREET,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,"LAFAYETTE STREET & BLEECKER STREET, Manhattan",1
1,40.7259872,-74.0090977,0,"Spring St & Greenwich St, New York, NY 10013",2.02E+12,147456582,1,GREENWICH STREET&&SPRING STREET,SPRING STREET,GREENWICH STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"SPRING STREET & GREENWICH STREET, Manhattan",1
1,40.7259872,-74.0090977,0,"Greenwich St & Spring St, New York, NY 10013",2.02E+12,147713931,2,GREENWICH STREET&&SPRING STREET,GREENWICH STREET,SPRING STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"GREENWICH STREET & SPRING STREET, Manhattan",1
1,40.7259872,-74.0090977,0,"Spring St & Greenwich St, New York, NY 10013",2.02E+12,147805532,3,GREENWICH STREET&&SPRING STREET,SPRING STREET,GREENWICH STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"SPRING STREET & GREENWICH STREET, Manhattan",1
1,40.726069,-74.0098984,0,"Washington St & Spring St, New York, NY 10013",2.02E+12,147805534,1,SPRING STREET&&WASHINGTON STREET,WASHINGTON STREET,SPRING STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"WASHINGTON STREET & SPRING STREET, Manhattan",1
1,40.7261645,-74.0108741,0,"West St & Spring St, New York, NY 10013",2.02E+12,147650363,1,SPRING STREET&&WEST STREET,WEST STREET,SPRING STREET,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"WEST STREET & SPRING STREET, Manhattan",1
1,40.7261645,-74.0108741,0,"West St & Spring St, New York, NY 10013",2.02E+12,148084228,2,SPRING STREET&&WEST STREET,WEST STREET,SPRING STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"WEST STREET & SPRING STREET, Manhattan",1
9,40.7261857,-73.9894246,0,"2nd Ave & E 4th St, New York, NY 10003",2.02E+12,147685392,1,2 AVENUE&&EAST 4 STREET,2 AVENUE,EAST 4 STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2 AVENUE & EAST 4 STREET, Manhattan",1
9,40.7261857,-73.9894246,0,"2nd Ave & E 4th St, New York, NY 10003",2.02E+12,147737293,2,2 AVENUE&&EAST 4 STREET,2 AVENUE,EAST 4 STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2 AVENUE & EAST 4 STREET, Manhattan",1
9,40.7261857,-73.9894246,0,"E 4th St & 2nd Ave, New York, NY 10003",2.02E+12,147786054,3,2 AVENUE&&EAST 4 STREET,EAST 4 STREET,2 AVENUE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"EAST 4 STREET & 2 AVENUE, Manhattan",1
9,40.7261857,-73.9894246,0,"E 4th St & 2nd Ave, New York, NY 10003",2.02E+12,147837941,4,2 AVENUE&&EAST 4 STREET,EAST 4 STREET,2 AVENUE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"EAST 4 STREET & 2 AVENUE, Manhattan",1
9,40.7261857,-73.9894246,0,"E 4th St & 2nd Ave, New York, NY 10003",2.02E+12,147995660,5,2 AVENUE&&EAST 4 STREET,EAST 4 STREET,2 AVENUE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"EAST 4 STREET & 2 AVENUE, Manhattan",1
1,40.7262469,-74.0037191,0,"6th Ave & Vandam St, New York, NY 10013",2.02E+12,148084229,1,6 AVENUE&&VANDAM STREET,6 AVENUE,VANDAM STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"6 AVENUE & VANDAM STREET, Manhattan",1
1,40.7262469,-74.0037191,0,"Avenue of the Americas & Vandam St, New York, NY 10013",2.02E+12,147685363,1,AVENUE OF THE AMERICAS&&VANDAM STREET,AVENUE OF THE AMERICAS,VANDAM STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"AVENUE OF THE AMERICAS & VANDAM STREET, Manhattan",1
9,40.7262771,-73.9803316,0,"E 9th St & Avenue B, New York, NY 10009",2.02E+12,147786051,1,AVENUE B&&EAST 9 STREET,EAST 9 STREET,AVENUE B,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"EAST 9 STREET & AVENUE B, Manhattan",1
9,40.7262771,-73.9803316,0,"E 9th St & Avenue B, New York, NY 10009",2.02E+12,148147652,2,AVENUE B&&EAST 9 STREET,EAST 9 STREET,AVENUE B,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"EAST 9 STREET & AVENUE B, Manhattan",1
9,40.726385,-73.9917826,1,"Bowery & Great Jones St, New York, NY 10012",2.02E+12,147615700,1,BOWERY&&GREAT JONES STREET,BOWERY,GREAT JONES STREET,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,"BOWERY & GREAT JONES STREET, Manhattan",1
9,40.726385,-73.9917826,0,"Great Jones St & Bowery, New York, NY 10012",2.02E+12,148054406,2,BOWERY&&GREAT JONES STREET,GREAT JONES STREET,BOWERY,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"GREAT JONES STREET & BOWERY, Manhattan",1
9,40.7263894,-73.9917914,0,"E 3rd St & Bowery, New York, NY 10003",2.02E+12,147596178,1,BOWERY&&EAST 3 STREET,EAST 3 STREET,BOWERY,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"EAST 3 STREET & BOWERY, Manhattan",1
9,40.7263894,-73.9917914,0,"E 3rd St & Bowery, New York, NY 10003",2.02E+12,147786053,2,BOWERY&&EAST 3 STREET,EAST 3 STREET,BOWERY,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"EAST 3 STREET & BOWERY, Manhattan",1
9,40.726404,-73.9861707,0,"E 6th St & 1st Ave, New York, NY 10003",2.02E+12,147805569,1,1 AVENUE&&EAST 6 STREET,EAST 6 STREET,1 AVENUE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"EAST 6 STREET & 1 AVENUE, Manhattan",1
1,40.7264472,-74.005658,0,"Varick St & Vandam St, New York, NY 10013",2.02E+12,147615677,1,VAN DAM STREET&&VARICK STREET,VARICK STREET,VAN DAM STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"VARICK STREET & VAN DAM STREET, Manhattan",1
1,40.7264926,-74.0023463,0,"Sullivan St & Prince St, New York, NY 10012",2.02E+12,147615679,1,PRINCE STREET&&SULLIVAN STREET,SULLIVAN STREET,PRINCE STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"SULLIVAN STREET & PRINCE STREET, Manhattan",1
